ticker,WN1 Comdty,FV1 Comdty,TU1 Comdty,US1 Comdty
23/03/2010,18.3292,4.5956,1.8362,11.8902
24/03/2010,17.8354,4.5634,1.8326,11.6439
25/03/2010,17.6086,4.6127,1.8326,11.5374
26/03/2010,17.7317,4.5683,1.8345,11.5907
29/03/2010,17.6992,4.5687,1.835,11.5989
30/03/2010,17.7187,4.5669,1.8344,11.6193
31/03/2010,17.9003,4.5768,1.8357,11.6808
01/04/2010,17.8613,4.5089,1.8233,11.6521
02/04/2010,17.5438,4.488,1.8202,11.5169
05/04/2010,17.4079,4.4735,1.8171,11.4515
06/04/2010,17.395,4.4809,1.8186,11.4555
07/04/2010,17.7965,4.5032,1.8222,11.6234
08/04/2010,17.7317,4.4993,1.8226,11.5866
09/04/2010,17.7965,4.4986,1.8229,11.6193
12/04/2010,17.9912,4.5096,1.824,11.6972
13/04/2010,18.1081,4.5152,1.8238,11.7465
14/04/2010,17.9003,4.5092,1.8236,11.6562
15/04/2010,17.8743,4.5174,1.8248,11.6685
16/04/2010,18.1081,4.5389,1.8288,11.7793
19/04/2010,17.9847,4.528,1.8274,11.73
20/04/2010,18.1016,4.5244,1.826,11.7629
21/04/2010,18.3552,4.5336,1.8267,11.8737
22/04/2010,18.2641,4.5244,1.8255,11.8327
23/04/2010,18.1406,4.5138,1.8234,11.7793
26/04/2010,18.1146,4.5184,1.824,11.7793
27/04/2010,18.5767,4.5478,1.8283,11.9847
28/04/2010,18.2706,4.5308,1.8269,11.8655
29/04/2010,18.4594,4.5453,1.8291,11.9559
30/04/2010,18.7463,4.5602,1.8312,12.067
03/05/2010,18.6746,4.5471,1.8293,12.0217
04/05/2010,19.1057,4.5644,1.8319,12.1905
05/05/2010,19.2825,4.5822,1.8353,12.2605
06/05/2010,20.3007,4.6073,1.8401,12.6321
07/05/2010,19.735,4.6073,1.8381,12.4544
10/05/2010,19.2563,4.5935,1.8367,12.3018
11/05/2010,19.2104,4.5949,1.8367,12.2935
12/05/2010,19.0076,4.591,1.8362,12.2317
13/05/2010,19.0534,4.5924,1.8367,12.2605
14/05/2010,19.689,4.6212,1.8396,12.4586
17/05/2010,19.5709,4.6148,1.8389,12.3801
18/05/2010,19.9584,4.6329,1.8413,12.5453
19/05/2010,20.0308,4.6272,1.8405,12.5577
20/05/2010,20.4458,4.6453,1.8424,12.7231
21/05/2010,20.723,4.6503,1.842,12.8349
24/05/2010,20.5117,4.6446,1.8424,12.7686
25/05/2010,20.8023,4.6513,1.8431,12.8846
26/05/2010,20.4985,4.6343,1.8413,12.7811
27/05/2010,19.9387,4.6144,1.8395,12.5784
28/05/2010,20.0505,4.6318,1.8436,12.6156
01/06/2010,20.1097,4.6322,1.8427,12.6321
02/06/2010,20.0045,4.6229,1.8415,12.5742
03/06/2010,19.8007,4.6183,1.8407,12.5205
04/06/2010,20.5513,4.6563,1.8445,12.839
07/06/2010,20.5315,4.6581,1.8431,12.8266
08/06/2010,20.6569,4.6606,1.8432,12.8639
09/06/2010,20.5711,4.6581,1.8436,12.8349
10/06/2010,20.0505,4.6329,1.8415,12.599
11/06/2010,20.5249,4.6542,1.8445,12.81
14/06/2010,20.2414,4.6467,1.8438,12.6941
15/06/2010,20.1163,4.6414,1.8431,12.628
16/06/2010,20.2546,4.646,1.8441,12.6776
17/06/2010,20.6107,4.6613,1.8457,12.839
18/06/2010,20.4985,4.6542,1.8448,12.7811
21/06/2010,20.459,4.6524,1.845,12.7562
22/06/2010,20.2941,4.667,1.8463,13.2691
23/06/2010,20.4709,4.6776,1.8484,13.3499
24/06/2010,20.353,4.6798,1.8476,13.3074
25/06/2010,20.4382,4.6847,1.8491,13.3499
28/06/2010,20.6872,4.7007,1.8493,13.4774
29/06/2010,20.9432,4.7096,1.8507,13.5923
30/06/2010,21.114,4.7018,1.8507,13.6435
01/07/2010,21.3311,4.6926,1.8426,13.7116
02/07/2010,21.0089,4.6923,1.8429,13.5966
06/07/2010,21.239,4.7044,1.8431,13.7116
07/07/2010,20.9695,4.7022,1.8427,13.6179
08/07/2010,20.7594,4.747,1.8431,13.5455
09/07/2010,20.5823,4.6909,1.8422,13.4774
12/07/2010,20.5889,4.6933,1.8424,13.4859
13/07/2010,20.3268,4.6795,1.841,13.3669
14/07/2010,20.6347,4.698,1.844,13.52
15/07/2010,20.9235,4.7151,1.8438,13.6648
16/07/2010,21.0417,4.7759,1.8441,13.7244
19/07/2010,20.8841,4.7232,1.8441,13.6562
20/07/2010,21.0023,4.7311,1.845,13.7074
21/07/2010,21.2785,4.7378,1.8459,13.8267
22/07/2010,21.0286,4.7332,1.8453,13.7244
23/07/2010,20.7331,4.7215,1.8445,13.5966
26/07/2010,20.7134,4.7225,1.8434,13.6051
27/07/2010,20.4316,4.7094,1.841,13.4859
28/07/2010,20.5168,4.7286,1.8436,13.554
29/07/2010,20.5102,4.7396,1.8441,13.5583
30/07/2010,20.9957,4.7603,1.8462,13.8097
02/08/2010,20.602,4.7507,1.8457,13.6605
03/08/2010,20.7003,4.7713,1.8469,13.767
04/08/2010,20.602,4.7585,1.8457,13.6988
05/08/2010,20.6282,4.7678,1.8471,13.7628
06/08/2010,20.9169,4.782,1.8481,13.9206
09/08/2010,20.8841,4.776,1.8471,13.895
10/08/2010,20.7856,4.7831,1.8471,13.9547
11/08/2010,21.2982,4.7938,1.8476,14.1726
12/08/2010,21.285,4.7845,1.846,14.1512
13/08/2010,21.555,4.7874,1.8467,14.2582
16/08/2010,22.3077,4.8049,1.8483,14.5151
17/08/2010,22.0961,4.7934,1.8477,14.3823
18/08/2010,22.268,4.7909,1.8484,14.4422
19/08/2010,22.6454,4.8016,1.8491,14.5793
20/08/2010,22.6586,4.7877,1.849,14.5322
23/08/2010,22.6321,4.7945,1.8491,14.5493
24/08/2010,23.123,4.8134,1.8493,14.7724
25/08/2010,23.05,4.8006,1.8481,14.6951
26/08/2010,23.2625,4.8066,1.8479,14.8067
27/08/2010,22.4334,4.7813,1.846,14.4893
30/08/2010,22.9106,4.8045,1.8493,14.7338
31/08/2010,23.2692,4.817,1.8496,14.8669
01/09/2010,22.6189,4.8013,1.8488,14.6137
02/09/2010,22.3011,4.7999,1.8488,14.5236
03/09/2010,22.0499,4.7881,1.8484,14.378
07/09/2010,22.5791,4.8063,1.8495,14.5793
08/09/2010,22.3408,4.7942,1.8481,14.4808
09/09/2010,21.766,4.7703,1.8459,14.2539
10/09/2010,21.6209,4.7685,1.846,14.194
13/09/2010,21.7726,4.786,1.8481,14.271
14/09/2010,22.0565,4.8027,1.8491,14.3951
15/09/2010,21.6473,4.8002,1.85,14.2667
16/09/2010,21.443,4.7952,1.8502,14.1641
17/09/2010,21.5023,4.8016,1.8507,14.194
20/09/2010,21.6935,4.8063,1.851,14.2624
21/09/2010,21.8386,4.8316,1.8524,14.3309
22/09/2010,21.8474,4.8298,1.8522,14.1987
23/09/2010,21.9064,4.8288,1.8524,14.2029
24/09/2010,21.605,4.8238,1.8519,14.0678
27/09/2010,22.0572,4.8388,1.8524,14.2832
28/09/2010,22.3133,4.8513,1.8533,14.4016
29/09/2010,22.1163,4.8438,1.8533,14.3255
30/09/2010,22.1491,4.8366,1.854,14.3339
01/10/2010,21.9851,4.7864,1.8535,14.2874
04/10/2010,22.0507,4.795,1.8539,14.3593
05/10/2010,21.9588,4.7992,1.8539,14.3297
06/10/2010,22.2804,4.8071,1.8551,14.4819
07/10/2010,22.0507,4.8128,1.8563,14.4312
08/10/2010,21.9129,4.8206,1.857,14.4143
12/10/2010,21.6771,4.8128,1.8561,14.3339
13/10/2010,21.5461,4.8188,1.8568,14.2959
14/10/2010,21.2192,4.8056,1.8558,14.1607
15/10/2010,20.7951,4.8056,1.8566,13.9708
18/10/2010,21.1148,4.8202,1.8566,14.1227
19/10/2010,21.2258,4.8252,1.8568,14.1607
20/10/2010,21.265,4.8263,1.8573,14.1902
21/10/2010,21.0299,4.8206,1.8571,14.0763
22/10/2010,21.056,4.8174,1.8571,14.0594
25/10/2010,21.1931,4.8106,1.8571,14.1185
26/10/2010,20.7951,4.7939,1.8554,13.9286
27/10/2010,20.5737,4.7832,1.8551,13.8149
28/10/2010,20.5411,4.8046,1.8573,13.8835
29/10/2010,20.8017,4.817,1.8587,13.9821
01/11/2010,20.73,4.821,1.8585,13.9392
02/11/2010,21.1148,4.8231,1.8583,14.085
03/11/2010,20.5672,4.8302,1.8589,13.8921
04/11/2010,20.8757,4.8477,1.8589,14.085
05/11/2010,20.5218,4.8334,1.8575,13.9478
08/11/2010,20.4551,4.8259,1.8561,13.9092
09/11/2010,19.9559,4.7978,1.8545,13.6909
10/11/2010,20.0157,4.8106,1.8549,13.7251
12/11/2010,19.8761,4.7796,1.8516,13.5712
15/11/2010,19.3348,4.7508,1.8509,13.3363
16/11/2010,19.8137,4.7572,1.8514,13.5413
17/11/2010,19.7166,4.7597,1.852,13.4516
18/11/2010,19.7101,4.7547,1.8514,13.379
19/11/2010,19.8461,4.7508,1.8511,13.4729
22/11/2010,20.0472,4.769,1.8525,13.584
23/11/2010,20.216,4.7796,1.8542,13.6567
24/11/2010,19.6518,4.7512,1.8504,13.3747
26/11/2010,20.1354,4.759,1.8509,13.5156
29/11/2010,20.2875,4.7654,1.8516,13.6011
30/11/2010,20.5216,4.7736,1.854,13.678
01/12/2010,19.8915,4.7419,1.8511,13.3491
02/12/2010,19.7619,4.732,1.8508,13.3108
03/12/2010,19.5806,4.7469,1.8533,13.2553
06/12/2010,19.8656,4.7683,1.8554,13.4046
07/12/2010,19.1217,4.7209,1.8502,13.0339
08/12/2010,19.0378,4.6978,1.8473,12.936
09/12/2010,19.1992,4.6875,1.8478,12.9786
10/12/2010,19.1024,4.6772,1.8483,12.902
13/12/2010,19.1927,4.6907,1.8489,12.953
14/12/2010,18.5677,4.6606,1.8476,12.6388
15/12/2010,18.3941,4.652,1.847,12.5667
16/12/2010,18.4712,4.6609,1.8471,12.6303
17/12/2010,19.1475,4.6851,1.8497,12.8765
20/12/2010,18.9734,4.6858,1.8499,12.7958
21/12/2010,18.954,4.6836,1.8487,12.7958
22/12/2010,18.7305,4.6751,1.8483,12.4665
23/12/2010,18.6453,4.6641,1.8473,12.4204
27/12/2010,18.8615,4.668,1.8473,12.5293
28/12/2010,18.3445,4.6481,1.8459,12.2741
29/12/2010,18.9009,4.6829,1.8504,12.5376
30/12/2010,18.8222,4.6755,1.8492,12.4958
31/12/2010,19.1897,4.6868,1.8509,12.8649
03/01/2011,18.9665,4.6622,1.8564,12.5628
04/01/2011,18.8025,4.6637,1.8557,12.5376
05/01/2011,18.4317,4.6331,1.8505,12.5032
06/01/2011,18.4098,4.6477,1.8527,12.3744
07/01/2011,18.5995,4.6775,1.8564,12.4916
10/01/2011,18.6191,4.6832,1.8576,12.5209
11/01/2011,18.6453,4.6758,1.8572,12.4916
12/01/2011,18.5079,4.6758,1.8571,12.4665
13/01/2011,18.6126,4.6903,1.8579,12.5586
14/01/2011,18.4687,4.6857,1.8577,12.6988
18/01/2011,18.338,4.6825,1.8577,12.4204
19/01/2011,18.4948,4.6886,1.8584,12.4958
20/01/2011,18.1095,4.6622,1.8555,12.2908
21/01/2011,18.3118,4.6708,1.8564,12.3744
24/01/2011,18.3837,4.6718,1.8562,12.4037
25/01/2011,18.7567,4.6889,1.8581,12.5921
26/01/2011,18.2335,4.6765,1.8571,12.3702
27/01/2011,18.3968,4.691,1.8595,12.4581
28/01/2011,18.5537,4.7031,1.861,12.5544
31/01/2011,18.3641,4.6967,1.86,12.4455
01/02/2011,18.2008,4.6811,1.8579,12.3535
02/02/2011,18.1095,4.6637,1.8557,12.2992
03/02/2011,18.0052,4.6505,1.8539,12.4523
04/02/2011,17.7187,4.6256,1.8512,12.2868
07/02/2011,17.8098,4.6271,1.8508,12.1071
08/02/2011,17.6147,4.6025,1.8476,12.2105
09/02/2011,17.8879,4.6185,1.8501,12.3462
10/02/2011,17.6017,4.6008,1.8481,12.2359
11/02/2011,17.8098,4.6082,1.8482,12.3589
14/02/2011,17.9726,4.6111,1.8481,12.431
15/02/2011,17.9856,4.6143,1.8488,12.224
16/02/2011,17.9596,4.6114,1.8482,12.431
17/02/2011,18.0117,4.6281,1.8515,12.2866
18/02/2011,17.8814,4.6306,1.8524,12.4693
22/02/2011,18.2661,4.6626,1.8548,12.4748
23/02/2011,18.2857,4.6544,1.8548,12.686
24/02/2011,18.5472,4.6597,1.8557,12.7839
25/02/2011,18.6388,4.6629,1.8562,12.5921
28/02/2011,18.7632,4.6722,1.8577,12.6214
01/03/2011,18.7501,4.6765,1.8588,12.8478
02/03/2011,18.4817,4.6669,1.8577,12.7201
03/03/2011,18.1486,4.6374,1.8538,12.5712
04/03/2011,18.3118,4.6654,1.8581,12.686
07/03/2011,18.2792,4.6633,1.8574,12.4665
08/03/2011,18.0899,4.6562,1.8564,12.6755
09/03/2011,18.3184,4.6704,1.8577,12.4874
10/03/2011,18.5864,4.69,1.8598,12.6172
11/03/2011,18.5668,4.6939,1.8605,12.6131
14/03/2011,18.6715,4.7085,1.8621,12.6759
15/03/2011,18.8812,4.7078,1.8614,12.7472
16/03/2011,19.2226,4.7302,1.8635,12.9068
17/03/2011,19.0649,4.722,1.8626,12.8312
18/03/2011,19.0452,4.7156,1.8624,12.8102
21/03/2011,18.9927,4.6996,1.8607,12.7724
22/03/2011,18.9862,4.6946,1.8598,12.7556
23/03/2011,18.6754,4.6918,1.8598,12.3998
24/03/2011,18.5716,4.679,1.8586,12.3296
25/03/2011,18.4354,4.6665,1.856,12.2635
28/03/2011,18.3874,4.6619,1.8553,12.2841
29/03/2011,18.1928,4.6551,1.855,12.1975
30/03/2011,18.377,4.6651,1.856,12.2552
31/03/2011,18.3614,4.6683,1.8574,12.2552
01/04/2011,18.4394,4.6829,1.8557,12.28
04/04/2011,18.4394,4.695,1.8571,12.28
05/04/2011,18.4419,4.6786,1.8547,12.2099
06/04/2011,18.1504,4.6693,1.8542,12.0944
07/04/2011,18.0082,4.6782,1.8562,12.0532
08/04/2011,17.9823,4.674,1.8555,12.0367
11/04/2011,17.9629,4.6754,1.8552,12.0326
12/04/2011,18.2022,4.6968,1.8586,12.1439
13/04/2011,18.2122,4.705,1.8597,12.2057
14/04/2011,18.3511,4.6957,1.8583,12.1892
15/04/2011,18.6494,4.7171,1.8618,12.3378
18/04/2011,18.6148,4.7332,1.8635,12.3833
19/04/2011,18.8248,4.7332,1.8638,12.4246
20/04/2011,18.7079,4.7214,1.8631,12.3626
21/04/2011,18.6494,4.7221,1.8635,12.3667
25/04/2011,18.5953,4.7339,1.8649,12.4287
26/04/2011,18.8557,4.7443,1.8661,12.5156
27/04/2011,18.5953,4.7429,1.8659,12.4122
28/04/2011,18.8443,4.7607,1.8675,12.5114
29/04/2011,18.8426,4.7661,1.8678,12.5445
02/05/2011,18.9939,4.7672,1.8683,12.5735
03/05/2011,19.0512,4.7718,1.8689,12.6397
04/05/2011,19.1817,4.774,1.8358,12.6977
05/05/2011,19.3908,4.7847,1.8361,12.7972
06/05/2011,19.4239,4.7922,1.8375,12.8013
09/05/2011,19.3189,4.799,1.8715,12.8179
10/05/2011,19.2739,4.7868,1.8364,12.7433
11/05/2011,19.3515,4.7972,1.838,12.8138
12/05/2011,19.1426,4.7911,1.8376,12.735
13/05/2011,19.3058,4.7994,1.8385,12.8179
16/05/2011,19.5019,4.809,1.8392,12.8884
17/05/2011,19.7049,4.814,1.839,12.9507
18/05/2011,19.4627,4.8019,1.838,12.8552
19/05/2011,19.4169,4.8072,1.8392,12.8428
20/05/2011,19.4561,4.8126,1.84,12.8718
23/05/2011,19.5674,4.8151,1.8392,12.905
24/05/2011,19.6197,4.8165,1.8397,12.9299
25/05/2011,19.5281,4.8223,1.8398,12.9009
26/05/2011,19.8682,4.8405,1.8754,13.0213
27/05/2011,19.7376,4.8423,1.8756,13.0088
31/05/2011,19.8228,4.8491,1.8433,13.0462
01/06/2011,20.1246,4.8656,1.8439,13.1917
02/06/2011,19.7049,4.8566,1.8429,13.0504
03/06/2011,19.7966,4.8667,1.8443,13.1002
06/06/2011,19.659,4.8699,1.8444,13.0711
07/06/2011,19.7439,4.872,1.8787,13.0545
08/06/2011,19.9015,4.8875,1.8456,13.1501
09/06/2011,19.8556,4.872,1.8775,13.0919
10/06/2011,20.0261,4.8774,1.8784,13.1543
13/06/2011,19.9408,4.8749,1.8451,13.1168
14/06/2011,19.5216,4.8534,1.8763,12.9175
15/06/2011,19.9736,4.8824,1.8784,13.1293
16/06/2011,20.1706,4.8914,1.8779,13.2416
17/06/2011,20.1039,4.8878,1.8779,13.1834
20/06/2011,20.013,4.8846,1.8784,13.1709
21/06/2011,19.9736,4.8832,1.8787,13.1501
22/06/2011,19.5299,4.8846,1.8786,13.0267
23/06/2011,19.7836,4.905,1.8796,13.1684
24/06/2011,19.712,4.9194,1.88,13.1892
27/06/2011,19.2571,4.9075,1.8782,13.0433
28/06/2011,19.0367,4.8738,1.8749,12.8727
29/06/2011,18.8748,4.8656,1.8765,12.7854
30/06/2011,18.9181,4.8556,1.8765,12.7147
01/07/2011,18.8406,4.81,1.862,12.669
05/07/2011,18.8101,4.8339,1.8644,12.7355
06/07/2011,18.959,4.8448,1.8651,12.7978
07/07/2011,18.8942,4.823,1.8623,12.748
08/07/2011,19.3968,4.864,1.8668,12.9726
11/07/2011,19.6014,4.8854,1.8682,13.135
12/07/2011,19.6664,4.8557,1.8677,13.1725
13/07/2011,19.7315,4.861,1.8684,13.2059
14/07/2011,19.4649,4.8524,1.868,13.085
15/07/2011,19.4324,4.8952,1.8685,13.1142
18/07/2011,19.3644,4.8984,1.8685,13.0683
19/07/2011,19.6729,4.8948,1.8678,13.1934
20/07/2011,19.4129,4.889,1.8677,13.0933
21/07/2011,19.2052,4.8424,1.8663,12.9892
22/07/2011,19.4324,4.8507,1.8671,13.0892
25/07/2011,19.2608,4.8471,1.8659,12.985
26/07/2011,19.387,4.8589,1.8671,13.0892
27/07/2011,19.361,4.8496,1.8654,13.0642
28/07/2011,19.4649,4.8585,1.8668,13.1183
29/07/2011,20.0116,4.8933,1.8694,13.3937
01/08/2011,20.2856,4.904,1.8694,13.5107
02/08/2011,20.9596,4.9213,1.8711,13.7533
03/08/2011,21.1695,4.918,1.8708,13.8162
04/08/2011,21.8864,4.941,1.8729,14.114
05/08/2011,21.4125,4.9166,1.8725,13.9377
08/08/2011,22.1766,4.9457,1.8742,14.3535
09/08/2011,22.6325,4.9816,1.8775,14.6102
10/08/2011,22.8642,4.9812,1.8772,14.7493
11/08/2011,21.7151,4.9697,1.8775,14.3451
12/08/2011,22.2492,4.9798,1.8772,14.5765
15/08/2011,22.0182,4.9729,1.8768,14.4713
16/08/2011,22.4804,4.9834,1.877,14.5934
17/08/2011,22.8443,4.9869,1.8767,14.7114
18/08/2011,23.4745,4.9884,1.8765,14.9392
19/08/2011,23.7404,4.9884,1.8763,15.0194
22/08/2011,23.6739,4.9837,1.8763,15.011
23/08/2011,23.2686,4.9819,1.8758,14.859
24/08/2011,22.5796,4.9697,1.8749,14.5639
25/08/2011,22.7185,4.9819,1.876,14.6608
26/08/2011,22.9901,4.9887,1.8765,14.7409
29/08/2011,22.5399,4.9787,1.876,14.5597
30/08/2011,23.1028,4.9927,1.8763,14.7957
31/08/2011,22.6788,4.9877,1.8762,14.6271
01/09/2011,23.0962,4.9963,1.8765,14.8126
02/09/2011,24.0799,5.0028,1.8758,15.2012
06/09/2011,24.3666,5.0002,1.8763,15.2647
07/09/2011,23.8801,4.9952,1.8762,15.0913
08/09/2011,24.1066,5.0038,1.8767,15.1716
09/09/2011,24.44,5.0153,1.8775,15.3281
12/09/2011,24.5001,5.0035,1.8758,15.3408
13/09/2011,24.0666,4.9977,1.876,15.1843
14/09/2011,24.1532,4.9945,1.8767,15.2012
15/09/2011,23.8868,4.9869,1.8768,15.0448
16/09/2011,23.94,4.9902,1.8777,15.0871
19/09/2011,24.6937,5.0117,1.8784,15.3874
20/09/2011,24.6069,5.0099,1.8781,15.3451
21/09/2011,24.8074,5.0028,1.8763,15.4298
22/09/2011,26.4017,5.0168,1.8758,15.7659
23/09/2011,25.8809,5.0002,1.8753,15.5837
26/09/2011,25.1152,4.988,1.8746,15.334
27/09/2011,24.4979,4.9758,1.8742,15.051
28/09/2011,24.6172,4.979,1.8739,15.0721
29/09/2011,25.1019,4.9816,1.8739,15.2284
30/09/2011,25.5211,4.9812,1.8739,15.3002
03/10/2011,26.4418,4.8999,1.8744,15.6599
04/10/2011,26.4351,4.8956,1.874,15.6727
05/10/2011,25.7276,4.8813,1.8735,15.4271
06/10/2011,25.368,4.8713,1.873,15.2748
07/10/2011,25.0089,4.8552,1.8718,15.1228
10/10/2011,,4.8313,,
11/10/2011,24.5177,4.8416,1.8711,14.9287
12/10/2011,24.0145,4.8374,1.8721,14.7516
13/10/2011,24.4117,4.8523,1.8726,14.8823
14/10/2011,24.0475,4.8534,1.8737,14.7306
17/10/2011,24.4515,4.8631,1.8731,14.9118
18/10/2011,24.3786,4.8688,1.8733,14.8907
19/10/2011,24.2991,4.8688,1.8735,14.8738
20/10/2011,24.1269,4.8663,1.8735,14.8106
21/10/2011,23.869,4.8677,1.8733,14.7432
24/10/2011,23.7632,4.8609,1.873,14.6885
25/10/2011,24.4713,4.8806,1.8742,14.954
26/10/2011,24.0475,4.867,1.8728,14.7811
27/10/2011,22.9127,4.8431,1.8716,14.3268
28/10/2011,23.4134,4.8602,1.8728,14.5244
31/10/2011,24.1931,4.8852,1.8744,14.8148
01/11/2011,25.195,4.9052,1.8754,15.2157
02/11/2011,25.0687,4.9077,1.8759,15.1819
03/11/2011,24.657,4.9027,1.8756,15.0383
04/11/2011,24.7566,4.9088,1.8761,15.0805
07/11/2011,25.1019,4.9113,1.8757,15.2157
08/11/2011,24.6371,4.9024,1.8756,15.0468
09/11/2011,25.2216,4.9134,1.8761,15.3129
10/11/2011,24.7698,4.9052,1.8761,15.1228
11/11/2011,,4.8931,,
14/11/2011,25.0023,4.9067,1.8761,15.1861
15/11/2011,24.9757,4.9038,1.8756,15.1481
16/11/2011,25.1884,4.9056,1.8751,15.2326
17/11/2011,25.6143,4.9113,1.8747,15.3975
18/11/2011,25.5144,4.9002,1.8738,15.3213
21/11/2011,25.8143,4.9038,1.8747,15.4313
22/11/2011,26.001,4.9102,1.8756,15.499
23/11/2011,26.4752,4.9159,1.8752,15.6684
25/11/2011,25.941,4.9059,1.8749,15.4652
28/11/2011,25.981,4.9102,1.8757,15.4863
29/11/2011,25.7276,4.9067,1.8754,15.389
30/11/2011,25.1485,4.9034,1.8756,15.165
01/12/2011,24.7566,4.8999,1.8752,15.0341
02/12/2011,25.3014,4.9095,1.8756,15.2241
05/12/2011,25.2482,4.9077,1.8752,15.1903
06/12/2011,24.9159,4.907,1.8756,15.0848
07/12/2011,25.2815,4.921,1.8764,15.2326
08/12/2011,25.5277,4.9292,1.877,15.3298
09/12/2011,24.9624,4.9213,1.8766,15.1481
12/12/2011,25.2748,4.9252,1.877,15.2748
13/12/2011,25.5477,4.9256,1.8766,15.4059
14/12/2011,26.0544,4.9252,1.8759,15.5879
15/12/2011,25.941,4.9249,1.8761,15.5498
16/12/2011,26.3415,4.9335,1.8766,15.6981
19/12/2011,26.629,4.9345,1.8764,15.7998
20/12/2011,26.041,4.9242,1.8756,15.5795
21/12/2011,25.1064,4.917,1.8749,15.6555
22/12/2011,25.2187,4.9156,1.8745,15.6856
23/12/2011,24.7173,4.9009,1.8738,15.4792
27/12/2011,24.9217,4.9042,1.8738,15.5437
28/12/2011,25.6549,4.9159,1.8749,15.8319
29/12/2011,25.5887,4.9206,1.8751,15.8276
30/12/2011,25.7078,4.9267,1.8756,15.8706
03/01/2012,25.1526,4.9401,1.8976,15.634
04/01/2012,24.8887,4.9404,1.8976,15.5394
05/01/2012,24.8294,4.9426,1.8978,15.5222
06/01/2012,25.0602,4.9473,1.8979,15.6254
09/01/2012,24.9876,4.9516,1.8984,15.6082
10/01/2012,25.0008,4.9487,1.8984,15.5996
11/01/2012,25.3706,4.9569,1.8993,15.7587
12/01/2012,25.2649,4.9537,1.8995,15.6985
13/01/2012,25.7078,4.9652,1.8998,15.8965
17/01/2012,25.7608,4.9663,1.9,15.918
18/01/2012,25.4301,4.9609,1.8995,15.7845
19/01/2012,24.9745,4.9512,1.8993,15.5953
20/01/2012,24.6712,4.9433,1.899,15.4663
23/01/2012,24.421,4.9401,1.8991,15.3676
24/01/2012,24.3881,4.9426,1.8991,15.3676
25/01/2012,24.4408,4.9655,1.9004,15.4535
26/01/2012,24.7832,4.9763,1.9009,15.5996
27/01/2012,24.9613,4.9785,1.9011,15.6813
30/01/2012,25.397,4.982,1.9011,15.8448
31/01/2012,25.6615,4.9856,1.9005,15.9568
01/02/2012,25.2187,4.9835,1.9004,15.806
02/02/2012,25.2583,4.9856,1.9004,15.8405
03/02/2012,24.5329,4.9702,1.8995,15.5394
06/02/2012,24.8689,4.977,1.9,15.6598
07/02/2012,24.5988,4.9659,1.8991,15.5265
08/02/2012,24.5856,4.9641,1.899,15.5136
09/02/2012,24.3223,4.9555,1.8983,15.4191
10/02/2012,24.7173,4.9663,1.8983,15.591
13/02/2012,24.6119,4.958,1.8972,15.5351
14/02/2012,25.0272,4.963,1.8971,15.6985
15/02/2012,24.8689,4.967,1.8974,15.6641
16/02/2012,24.5527,4.9505,1.8967,15.5222
17/02/2012,24.5,4.9512,1.8971,15.4964
21/02/2012,24.3355,4.944,1.8967,15.4191
22/02/2012,24.5527,4.953,1.8972,15.5179
23/02/2012,24.6778,4.9523,1.8969,15.5781
24/02/2012,24.8294,4.9483,1.8964,15.6211
27/02/2012,25.146,4.9602,1.8974,15.7544
28/02/2012,25.047,4.9609,1.8976,15.7329
29/02/2012,24.9085,4.9512,1.8969,15.634
01/03/2012,24.5395,4.9476,1.8974,15.4706
02/03/2012,24.7635,4.9602,1.8979,15.5738
05/03/2012,24.6383,4.9516,1.8969,15.5308
06/03/2012,24.9679,4.962,1.8981,15.6813
07/03/2012,24.7766,4.9555,1.8967,15.6125
08/03/2012,24.5066,4.9498,1.8964,15.5007
09/03/2012,24.4144,4.9447,1.8957,15.4492
12/03/2012,24.5263,4.9419,1.8958,15.4792
13/03/2012,24.1251,4.9286,1.8951,15.3032
14/03/2012,23.3248,4.8982,1.8929,14.9432
15/03/2012,23.2921,4.905,1.8939,14.9303
16/03/2012,23.2921,4.9021,1.8943,14.9175
19/03/2012,22.9716,4.8874,1.8934,14.772
20/03/2012,23.0893,4.8845,1.8931,14.8062
21/03/2012,23.3903,4.8974,1.8943,14.9303
22/03/2012,24.4475,4.9032,1.8943,14.6431
23/03/2012,24.7323,4.9096,1.895,14.7444
26/03/2012,24.6249,4.9125,1.8953,14.7233
27/03/2012,24.7869,4.925,1.8962,14.812
28/03/2012,24.7866,4.9239,1.8958,14.812
29/03/2012,24.9559,4.9322,1.8958,14.8881
30/03/2012,24.5844,4.9311,1.8955,14.736
02/04/2012,24.6181,4.9822,1.8902,14.7697
03/04/2012,24.2337,4.962,1.8883,14.6093
04/04/2012,24.4272,4.9754,1.8491,14.6726
05/04/2012,24.7464,4.9847,1.8493,14.8162
06/04/2012,25.3914,5.0063,1.8905,15.0742
09/04/2012,25.5547,5.0059,1.8907,15.1207
10/04/2012,25.8023,5.0182,1.8524,15.2308
11/04/2012,25.5616,5.0135,1.8522,15.1461
12/04/2012,25.4227,5.0121,1.8525,15.1038
13/04/2012,25.8,5.02,1.853,15.2351
16/04/2012,25.9651,5.0229,1.8532,15.2944
17/04/2012,25.7659,5.0182,1.893,15.2139
18/04/2012,25.8972,5.0207,1.8933,15.2817
19/04/2012,26.025,5.0236,1.8933,15.341
